opening_eco,opening_name,avg_rating_delta,w_win_rate,b_win_rate,n_games_played,avg_white_rating,avg_black_rating,cluster
C26,Vienna Game: Stanley Variation |  Reversed Spanish,65.8,50.0,50.0,10,1628.9,1533.9,2
C30,King's Gambit,159.61764705882354,41.1764705882353,58.8235294117647,34,1543.470588235294,1460.264705882353,5
C30,King's Gambit Declined |  Queen's Knight Defense,74.77777777777777,44.44444444444444,55.55555555555556,18,1603.2777777777778,1514.388888888889,2
C34,King's Gambit Accepted |  Fischer Defense,97.0,40.0,60.0,10,1505.7,1544.5,5
C40,Elephant Gambit: Paulsen Countergambit,69.2,50.0,50.0,10,1565.3,1560.1,2
C40,King's Pawn Game: McConnell Defense,49.70786516853933,49.438202247191015,50.561797752808985,89,1499.5280898876404,1466.4044943820224,1
C42,Petrov's Defense,-10.433333333333334,40.0,60.0,30,1389.1,1354.8666666666666,5
C44,King's Knight Opening: Konstantinopolsky,84.4,30.0,70.0,10,1421.7,1519.1,4
C44,King's Pawn Game: Tayler Opening,-60.333333333333336,41.66666666666666,58.333333333333336,12,1635.0,1563.3333333333333,2
C44,Ponziani Opening,87.34615384615384,50.0,50.0,26,1605.7692307692307,1551.2692307692307,2
C45,Scotch Game,61.75,49.07407407407408,50.92592592592592,108,1570.4537037037037,1593.2407407407406,1
C45,Scotch Game: Classical Variation |  Intermezzo Variation,34.23076923076923,38.46153846153846,61.53846153846154,13,1578.6923076923076,1598.1538461538462,2
C46,Four Knights Game,160.96,48.0,52.0,25,1425.6,1529.12,5
C46,Four Knights Game: Gunsberg Variation,-22.2,50.0,50.0,10,1578.6,1584.8,2
C46,Three Knights Opening #2,63.91666666666666,33.333333333333336,66.66666666666667,12,1417.25,1455.1666666666667,4
C47,Four Knights Game: Scotch Variation Accepted,13.666666666666666,33.333333333333336,66.66666666666667,18,1656.7777777777778,1633.7777777777778,0
C48,Four Knights Game: Spanish Variation |  Classical Variation,103.15,50.0,50.0,20,1613.9,1624.15,2
C50,Four Knights Game: Italian Variation,67.93877551020408,48.97959183673469,51.02040816326531,49,1491.8775510204082,1477.204081632653,5
C50,Giuoco Piano,70.73170731707317,50.0,50.0,82,1589.1341463414635,1593.6707317073171,1
C50,Italian Game: Giuoco Pianissimo,87.15384615384616,38.46153846153846,61.53846153846154,26,1549.1153846153843,1616.8076923076924,2
C50,Italian Game: Giuoco Pianissimo |  Canal Variation,95.54545454545456,27.27272727272728,72.72727272727273,11,1702.3636363636365,1780.2727272727273,0
C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,60.57407407407408,37.03703703703704,62.96296296296296,54,1642.111111111111,1616.7592592592594,2
C50,Italian Game: Giuoco Pianissimo |  Normal,29.622222222222224,46.66666666666666,53.333333333333336,45,1600.088888888889,1605.7111111111112,2
C50,Italian Game: Hungarian Defense,169.33333333333334,47.61904761904762,52.38095238095238,21,1642.2380952380952,1700.5238095238096,3
C50,Italian Game: Schilling-Kostic Gambit,48.064516129032256,35.483870967741936,64.51612903225806,31,1509.9354838709678,1528.7096774193549,4
C54,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,28.15384615384616,46.15384615384615,53.84615384615385,13,1695.0,1718.2307692307693,2
C54,Italian Game: Giuoco Piano |  Greco's Attack,43.642857142857146,21.428571428571427,78.57142857142857,14,1591.642857142857,1650.0,0
C55,Italian Game: Two Knights Defense,55.68421052631579,36.8421052631579,63.1578947368421,19,1549.157894736842,1611.0526315789473,2
C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,57.07407407407408,40.74074074074074,59.25925925925926,27,1439.2962962962963,1376.2222222222222,5
C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,31.0,50.0,50.0,20,1608.15,1647.45,2
C60,Ruy Lopez,15.678571428571429,50.0,50.0,28,1493.821428571429,1529.2142857142858,5
C60,Ruy Lopez: Cozio Defense,52.34375,46.875,53.125,32,1574.625,1583.96875,2
C61,Ruy Lopez: Bird Variation,101.71428571428572,42.85714285714285,57.142857142857146,28,1523.178571428571,1533.178571428571,5
C62,Ruy Lopez: Steinitz Defense,82.05940594059406,49.50495049504951,50.495049504950494,101,1665.752475247525,1626.1089108910892,1
C64,Ruy Lopez: Classical Variation,55.46875,50.0,50.0,32,1574.53125,1568.3125,2
C65,Ruy Lopez: Berlin Defense #2,82.45901639344262,45.90163934426229,54.09836065573771,61,1613.5245901639344,1584.311475409836,2
C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,158.31578947368422,47.36842105263158,52.63157894736842,19,1870.7368421052631,1777.8947368421052,3
C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,305.2857142857143,21.428571428571427,78.57142857142857,14,1513.928571428571,1866.642857142857,4
C78,Ruy Lopez: Morphy Defense,72.3,50.0,50.0,10,1787.5,1841.6,3
D00,Blackmar-Diemer Gambit,19.33333333333333,38.888888888888886,61.11111111111112,18,1464.2222222222222,1438.0,5
D00,Queen's Pawn Game,168.09345794392524,35.51401869158879,64.48598130841121,107,1421.411214953271,1534.0093457943926,1
D00,Queen's Pawn Game #2,102.7906976744186,48.83720930232558,51.16279069767442,86,1451.4651162790697,1474.6046511627908,1
D00,Queen's Pawn Game #3,123.45,42.5,57.5,40,1478.6,1555.55,5
D00,Queen's Pawn Game: Stonewall Attack,172.6,40.0,60.0,15,1713.7333333333331,1789.1333333333334,3
D01,Queen's Pawn Game: Chigorin Variation,106.62962962962963,33.333333333333336,66.66666666666667,54,1432.4074074074074,1569.1851851851852,4
D02,Queen's Pawn Game: Anti-Torre,74.625,37.5,62.5,16,1662.1875,1596.8125,2
D02,Queen's Pawn Game: Krause Variation,21.058823529411764,47.05882352941177,52.94117647058823,17,1645.2941176470588,1586.8235294117646,2
D02,Queen's Pawn Game: London System,93.34375,45.3125,54.6875,64,1736.375,1715.9375,3
D02,Queen's Pawn Game: Symmetrical Variation,62.92307692307692,46.15384615384615,53.84615384615385,39,1723.8461538461538,1684.1025641025642,3
D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,105.4,50.0,50.0,10,1761.7,1666.3,3
D04,Queen's Pawn Game: Colle System,94.8,40.0,60.0,25,1562.72,1589.76,2
D05,Colle System,84.75,33.333333333333336,66.66666666666667,12,1528.1666666666667,1534.4166666666667,4
D08,Queen's Gambit Refused: Albin Countergambit,-32.416666666666664,50.0,50.0,12,1606.8333333333333,1572.75,2
D10,Slav Defense,108.63333333333334,43.333333333333336,56.66666666666666,30,1582.0,1537.5666666666666,5
D10,Slav Defense #2,114.24242424242424,42.42424242424242,57.57575757575758,33,1714.6363636363635,1738.7575757575758,3
D10,Slav Defense #3,79.72727272727273,45.45454545454545,54.54545454545455,11,1621.090909090909,1405.7272727272727,5
D10,Slav Defense: Exchange Variation,108.23076923076924,23.07692307692308,76.92307692307692,13,1462.8461538461538,1541.6923076923076,4
D11,Slav Defense: Modern Line,104.16666666666669,50.0,50.0,18,1705.5,1716.4444444444443,3
D20,Queen's Gambit Accepted: Saduleto Variation,-20.46153846153846,46.15384615384615,53.84615384615385,13,1588.076923076923,1513.0,2
D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,36.4,40.0,60.0,10,1666.6,1650.6,2
D31,Semi-Slav Defense: Accelerated Move Order,97.04761904761904,47.61904761904762,52.38095238095238,21,1709.7619047619048,1654.7142857142858,3
D35,Queen's Gambit Declined: Normal Defense,55.4,40.0,60.0,25,1720.8,1715.32,2
D43,Semi-Slav Defense,84.36363636363636,40.90909090909091,59.09090909090909,22,1752.2272727272727,1746.7727272727273,3
D50,Queen's Gambit Declined: Modern Variation,33.15384615384615,38.46153846153846,61.53846153846154,13,1591.5384615384614,1582.6923076923076,2
E20,Nimzo-Indian Defense,111.43478260869566,30.43478260869565,69.56521739130434,23,1687.2173913043478,1829.434782608696,0
E20,Nimzo-Indian Defense: Ragozin Variation,95.03571428571428,46.42857142857143,53.57142857142857,28,1768.928571428571,1774.25,3
E60,King's Indian Defense: Normal Variation |  King's Knight Variation,27.928571428571427,42.85714285714285,57.142857142857146,14,1711.2857142857142,1759.071428571429,2
E61,Indian Game: West Indian Defense,24.33333333333333,25.0,75.0,12,1625.8333333333333,1622.8333333333333,0
E76,King's Indian Defense: Four Pawns Attack,-108.58333333333331,41.66666666666666,58.333333333333336,12,1764.75,1747.8333333333333,2
